Name	Description	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
23620	ENSG00000003989.12	SLC7A2	0.0567475
42629	ENSG00000103460.12	TOX3	0.0567277
37114	ENSG00000257175.2	RP11-536C10.12	0.0567194
40839	ENSG00000259429.1	UBE2Q2P3	0.0567194
36711	ENSG00000228002.2	DHX9P1	0.0567137
32269	ENSG00000271318.1	AP000654.5	0.0567045
32696	ENSG00000256603.1	RP11-667M19.2	0.0567045
33176	ENSG00000256948.1	RP11-598F7.3	0.0567045
39935	ENSG00000243871.2	RN7SL487P	0.0567045
24432	ENSG00000178125.10	PPP1R42	0.0566768
53702	ENSG00000101955.10	SRPX	0.0566768
29547	ENSG00000272572.1	RP11-179B2.2	0.0566658
47035	ENSG00000267057.1	RP11-456O19.2	0.0566561
19162	ENSG00000203489.3	HMGB1P39	0.05664
45338	ENSG00000250751.1	RP11-613C6.2	0.05664
21841	ENSG00000127955.11	GNAI1	0.0566359
38954	ENSG00000166126.6	AMN	0.0566301
2335	ENSG00000118733.12	OLFM3	0.0565488
7197	ENSG00000225496.1	AC104651.2	0.0565116
9299	ENSG00000214041.3	PGAM1P4	0.0565116
25643	ENSG00000200941.1	RNU6-694P	0.0565116
34099	ENSG00000258273.1	RP11-370I10.4	0.0565116
49881	ENSG00000267117.1	AC010525.4	0.0565116
53267	ENSG00000254499.1	AC002056.5	0.0565116
38443	ENSG00000165548.6	TMEM63C	0.056454
49616	ENSG00000258405.5	ZNF578	0.0564331
46009	ENSG00000167889.8	MGAT5B	0.0564293
934	ENSG00000233427.1	RP1-212P9.3	0.0564156
38364	ENSG00000259005.1	RP3-449M8.6	0.0564156
42011	ENSG00000158865.8	SLC5A11	0.0563965
22254	ENSG00000128606.8	LRRC17	0.0563917
4309	ENSG00000143845.10	ETNK2	0.0563837
29378	ENSG00000226425.1	RP11-348J12.2	0.0563837
21313	ENSG00000146648.11	EGFR	0.0563382
1869	ENSG00000244389.2	RN7SL242P	0.05632
35086	ENSG00000264978.1	RN7SL630P	0.05632
20015	ENSG00000112414.10	GPR126	0.0563048
23010	ENSG00000214035.3	AC073310.4	0.0562928
35984	ENSG00000233780.3	HNRNPA1P30	0.056268
35859	ENSG00000256576.1	RP13-977J11.2	0.0562438
4146	ENSG00000237861.1	RP11-332L8.1	0.0562383
4823	ENSG00000223635.1	RP4-613A2.1	0.0562247
53793	ENSG00000229168.3	RPL19P20	0.0562247
51603	ENSG00000174680.5	GRIK1-AS1	0.0562142
14191	ENSG00000170365.5	SMAD1	0.0561988
55339	ENSG00000102069.3	UBE2NL	0.0561772
52151	ENSG00000236754.1	AC004019.13	0.0561643
2904	ENSG00000227212.3	PFN1P7	0.0561298
12186	ENSG00000243339.2	RN7SL738P	0.0561298
23556	ENSG00000238460.1	AC068587.2	0.0561298
35917	ENSG00000227568.1	SNX18P26	0.0561298
37202	ENSG00000222489.1	SNORA79	0.0561298
37748	ENSG00000241984.2	RPL7AP2	0.0561298
46444	ENSG00000242651.2	RN7SL862P	0.0561298
44111	ENSG00000230662.1	TNPO1P2	0.0561087
31972	ENSG00000256518.2	RP11-807H22.5	0.056054
19959	ENSG00000220412.1	RP11-95M15.2	0.0560351
13191	ENSG00000196620.4	UGT2B15	0.0559946
27096	ENSG00000229419.1	RALGAPA1P	0.0559856
22322	ENSG00000172209.4	GPR22	0.0559785
18121	ENSG00000217539.2	IQCB2P	0.0559579
24098	ENSG00000242719.2	RN7SL806P	0.0559408
34003	ENSG00000257405.1	RP11-609L23.2	0.0559408
47892	ENSG00000266352.1	RN7SL192P	0.0559408
48173	ENSG00000240106.2	RN7SL146P	0.0559408
49446	ENSG00000269194.1	AC006942.4	0.0559408
51799	ENSG00000263969.1	RN7SL678P	0.0559408
55571	ENSG00000264484.1	RN7SL697P	0.0559408
39894	ENSG00000246740.2	CTD-2382E5.1	0.0558937
44957	ENSG00000171401.10	KRT13	0.055887
20083	ENSG00000234675.1	RP11-242F11.2	0.0558781
31813	ENSG00000269913.1	CTC-1337H24.1	0.0558781
41610	ENSG00000261007.2	RP11-382N13.3	0.0558781
26755	ENSG00000180447.5	GAS1	0.0558517
18575	ENSG00000228559.1	RP3-340B19.3	0.0558467
32354	ENSG00000255070.1	OSBPL9P3	0.0558467
14387	ENSG00000171509.11	RXFP1	0.0558319
47085	ENSG00000074657.9	ZNF532	0.0558292
18707	ENSG00000230913.1	NPM1P51	0.055828
22581	ENSG00000135248.11	FAM71F1	0.0558233
2954	ENSG00000233368.2	RP11-277L2.3	0.055753
9766	ENSG00000265327.1	RN7SL411P	0.055753
9978	ENSG00000145040.3	UCN2	0.055753
18239	ENSG00000230521.1	HCG4P7	0.055753
18415	ENSG00000237080.1	EHMT2-AS1	0.055753
20582	ENSG00000240718.2	RN7SL851P	0.055753
20971	ENSG00000106341.6	PPP1R17	0.055753
28873	ENSG00000266467.1	RN7SL220P	0.055753
30790	ENSG00000271332.1	RP11-797J4.1	0.055753
33902	ENSG00000258134.1	RP11-956A19.1	0.055753
38234	ENSG00000270975.1	RP11-723P16.3	0.055753
42581	ENSG00000260031.1	RPL10P14	0.055753
49172	ENSG00000267282.1	CTB-129P6.4	0.055753
984	ENSG00000215899.3	RP11-439L8.2	0.0557115
27941	ENSG00000226647.2	RP11-336A10.2	0.0557063
44255	ENSG00000226981.2	ABHD17AP6	0.0556996
30446	ENSG00000251364.2	CTD-2516F10.2	0.0556974
17484	ENSG00000050767.11	COL23A1	0.0556955
53509	ENSG00000184368.11	MAP7D2	0.0556908
35926	ENSG00000231358.2	RP11-442J17.3	0.0556783
43427	ENSG00000182376.2	RP5-1142A6.8	0.0556783
44835	ENSG00000131771.9	PPP1R1B	0.0556783
16070	ENSG00000251093.1	RP11-414H23.3	0.0556597
13304	ENSG00000163735.6	CXCL5	0.0556432
40742	ENSG00000080644.11	CHRNA3	0.0556372
28436	ENSG00000228828.1	RP11-162G10.1	0.0556286
29549	ENSG00000273476.1	RP11-108L7.14	0.0556286
36182	ENSG00000132965.5	ALOX5AP	0.0556286
39730	ENSG00000159251.6	ACTC1	0.0556238
32487	ENSG00000243777.1	RP11-864G5.1	0.0556038
28643	ENSG00000228418.2	CTSLP3	0.0555666
47521	ENSG00000266938.1	AC119403.1	0.0555666
15972	ENSG00000248393.1	CTD-2015A6.1	0.0555047
41491	ENSG00000005001.5	PRSS22	0.0554822
47942	ENSG00000197054.7	ZNF763	0.0554787
24946	ENSG00000248599.1	RP11-302J23.1	0.0554382
28487	ENSG00000232109.1	AL022344.2	0.0554342
9729	ENSG00000144671.6	SLC22A14	0.0554306
32560	ENSG00000213252.3	RP11-819M15.1	0.0554183
357	ENSG00000238173.1	RPL39P6	0.0553814
2085	ENSG00000270507.1	CTA-21C21.1	0.0553814
6906	ENSG00000271402.1	IGKV2OR2-2	0.0553814
8230	ENSG00000222845.1	RN7SKP42	0.0553814
10308	ENSG00000270059.1	RP11-88H12.2	0.0553814
18982	ENSG00000220666.2	RCC2P7	0.0553814
27015	ENSG00000255815.2	KRT8P11	0.0553814
48758	ENSG00000267113.1	AF038458.4	0.0553814
52357	ENSG00000182502.2	ABHD17AP5	0.0553814
10634	ENSG00000241738.1	ZNF90P1	0.055353
41944	ENSG00000248124.3	RRN3P1	0.0552821
6790	ENSG00000233991.2	AC116050.1	0.0552586
13112	ENSG00000150471.11	LPHN3	0.0552531
49638	ENSG00000267943.1	CTD-2620I22.3	0.055245
12909	ENSG00000163288.9	GABRB1	0.0552203
31750	ENSG00000174807.3	CD248	0.0552082
20905	ENSG00000213781.3	PSMC1P2	0.0551974
32780	ENSG00000272075.1	Metazoa_SRP	0.0551974
50013	ENSG00000270837.1	HNRNPDLP4	0.0551974
52675	ENSG00000100314.3	CABP7	0.0551877
41205	ENSG00000182397.10	DNM1P46	0.055179
1074	ENSG00000189280.3	GJB5	0.055177
2658	ENSG00000236804.1	RPS3AP12	0.0551607
14594	ENSG00000249084.1	RP11-376O6.2	0.0551607
48230	ENSG00000167483.13	FAM129C	0.0551457
42858	ENSG00000140932.5	CMTM2	0.0551363
655	ENSG00000162551.9	ALPL	0.0551241
52916	ENSG00000222044.1	RP5-1039K5.16	0.0551189
7325	ENSG00000234065.2	MTND4P26	0.0550551
4496	ENSG00000234915.1	RP11-384C4.7	0.0550146
21540	ENSG00000229064.1	RP11-746P2.5	0.0550146
29620	ENSG00000203886.4	CYP17A1-AS1	0.0550146
52392	ENSG00000254073.1	IGLVVII-41-1	0.0550146
22517	ENSG00000170775.2	GPR37	0.0549964
5124	ENSG00000223519.3	RP11-439E19.8	0.0549718
12243	ENSG00000213113.3	TUBB8P8	0.0549626
6497	ENSG00000271356.1	RP11-335E8.1	0.0549539
15988	ENSG00000038427.11	VCAN	0.0549333
36585	ENSG00000236608.1	EIF4A1P6	0.0549237
14001	ENSG00000273077.1	RP11-130C6.1	0.054833
24635	ENSG00000254027.1	RP11-363E6.3	0.054833
38615	ENSG00000258798.1	RP11-895M11.3	0.054833
27154	ENSG00000095203.10	EPB41L4B	0.0548261
17065	ENSG00000086570.8	FAT2	0.0548212
17972	ENSG00000168405.10	CMAHP	0.0548052
40722	ENSG00000183476.8	SH2D7	0.0548011
10212	ENSG00000239388.4	ASB14	0.0547969
25685	ENSG00000231509.1	RP11-574F11.3	0.0547969
8321	ENSG00000118997.9	DNAH7	0.0547919
12094	ENSG00000224855.1	OPA1-AS1	0.0547728
27895	ENSG00000229672.2	RP11-184A2.3	0.0547247
40522	ENSG00000166173.9	LARP6	0.0547066
49353	ENSG00000232871.4	SEC1P	0.0546886
14270	ENSG00000251603.1	RP11-164P12.4	0.0546527
15318	ENSG00000244968.2	LIFR-AS1	0.0546403
19810	ENSG00000196569.7	LAMA2	0.0546305
49267	ENSG00000245598.2	DACT3-AS1	0.0546227
37043	ENSG00000182968.3	SOX1	0.0545994
27919	ENSG00000225418.1	AKR1C5P	0.0545629
1871	ENSG00000228988.1	RP4-677H15.4	0.0545331
4303	ENSG00000236430.1	KRT8P29	0.0545331
16074	ENSG00000240388.2	CTD-2061E19.1	0.0545331
31422	ENSG00000255355.1	AP000640.2	0.0545331
48198	ENSG00000269066.1	CTD-2528A14.5	0.0544735
48670	ENSG00000270281.1	CTC-523E23.10	0.0544735
50348	ENSG00000202260.1	RN7SKP69	0.0544735
22031	ENSG00000231764.4	DLX6-AS1	0.0544391
6238	ENSG00000227791.3	AC007365.4	0.054414
10809	ENSG00000174255.5	ZNF80	0.054414
36085	ENSG00000235315.2	RPL23AP69	0.054414
22637	ENSG00000128510.6	CPA4	0.0544021
10841	ENSG00000243276.1	RP11-384F7.1	0.054397
11864	ENSG00000241473.1	RP11-259P15.3	0.054397
20305	ENSG00000175003.8	SLC22A1	0.0543902
41223	ENSG00000259381.2	RP11-192M23.1	0.0543843
1183	ENSG00000158315.6	RHBDL2	0.0543744
37680	ENSG00000259105.1	RPS3AP4	0.0543665
42908	ENSG00000159723.4	AGRP	0.0543665
32687	ENSG00000170209.4	ANKK1	0.0543581
29011	ENSG00000227382.1	EIF4A2P2	0.0543462
42658	ENSG00000260936.1	FTO-IT1	0.0543398
136	ENSG00000169885.5	CALML6	0.0542955
17144	ENSG00000254336.1	AC008694.2	0.0542955
18346	ENSG00000229836.1	XXbac-BPG248L24.10	0.0542955
18631	ENSG00000239953.2	RN7SL273P	0.0542955
22426	ENSG00000228368.1	AC106873.4	0.0542955
34665	ENSG00000242087.2	RPL36AP41	0.0542955
36416	ENSG00000102445.14	KIAA0226L	0.0542955
42455	ENSG00000260857.2	RP11-80F22.15	0.0542955
11939	ENSG00000145198.10	VWA5B2	0.0542692
41942	ENSG00000155719.12	OTOA	0.054256
14934	ENSG00000250037.1	RP11-480D4.4	0.0542069
42673	ENSG00000263207.2	RP11-26L20.4	0.0542069
42949	ENSG00000260891.1	RP11-96D1.5	0.0541774
43373	ENSG00000261363.1	RP11-134D3.2	0.0541774
46031	ENSG00000267016.1	RP11-75C10.9	0.0541774
19993	ENSG00000219806.1	ATP5F1P6	0.0541539
8926	ENSG00000226125.1	AC098823.3	0.054129
43925	ENSG00000266368.1	RP11-1096G20.5	0.0541186
14864	ENSG00000250716.1	RP11-121L11.2	0.0540834
54081	ENSG00000184194.5	GPR173	0.0540834
3154	ENSG00000203783.4	PRR9	0.0540746
33630	ENSG00000070019.3	GUCY2C	0.0540746
46653	ENSG00000266850.1	RP11-370A5.1	0.0540746
5410	ENSG00000271952.1	RP11-245G13.2	0.0540599
22279	ENSG00000237606.2	RP11-203P23.2	0.0540599
51626	ENSG00000186977.2	KRTAP19-5	0.0540599
672	ENSG00000228397.1	RP1-224A6.3	0.0540306
24863	ENSG00000180543.3	TSPYL5	0.0540155
17260	ENSG00000113645.9	WWC1	0.0540145
16043	ENSG00000240083.2	RPS3AP22	0.054013
43365	ENSG00000176692.4	FOXC2	0.054013
55396	ENSG00000155966.9	AFF2	0.0539737
2798	ENSG00000234222.2	RP11-315I20.1	0.0539429
5231	ENSG00000227237.1	AL672294.1	0.0539429
7375	ENSG00000236655.1	AC023347.2	0.0539429
10119	ENSG00000242849.2	ALDOAP1	0.0539429
18607	ENSG00000239964.2	RN7SL748P	0.0539429
29082	ENSG00000227271.1	RPL39P25	0.0539429
35232	ENSG00000258153.1	RP11-511H9.4	0.0539429
37058	ENSG00000235280.2	MCF2L-AS1	0.0539429
37353	ENSG00000259042.1	AE000661.50	0.0539429
37797	ENSG00000258509.1	RP11-857B24.3	0.0539429
40017	ENSG00000235390.3	CTD-2651B20.5	0.0539429
49985	ENSG00000268392.1	AC003682.16	0.0539429
51044	ENSG00000231265.1	TRERNA1	0.0539429
51501	ENSG00000234340.1	AP000705.8	0.0539429
10771	ENSG00000206531.6	CD200R1L	0.0539111
47491	ENSG00000167476.6	JSRP1	0.0538793
10365	ENSG00000270562.1	RP11-154H23.3	0.0538773
2154	ENSG00000233125.2	ACTBP12	0.0538729
21597	ENSG00000230583.2	GTF2IRD1P1	0.0538555
52101	ENSG00000233995.1	KB-67B5.12	0.0538555
33408	ENSG00000235602.4	POU5F1P3	0.053843
34364	ENSG00000249641.2	HOXC-AS5	0.0538118
11621	ENSG00000196542.4	SPTSSB	0.0538098
34257	ENSG00000258021.1	RP11-1100L3.4	0.0538031
34383	ENSG00000250654.3	RP11-834C11.7	0.0537876
3768	ENSG00000239373.2	RN7SL425P	0.0537683
14149	ENSG00000250835.1	LSM3P4	0.0537683
42027	ENSG00000260690.1	CYCSP39	0.0537683
43672	ENSG00000230201.4	ATP6V0CP1	0.0537683
49793	ENSG00000213016.3	AC008746.9	0.0537683
14338	ENSG00000164114.14	MAP9	0.0537215
17234	ENSG00000253236.1	CTD-2313P7.1	0.0537104
992	ENSG00000235790.3	RP11-73M7.6	0.0536893
20906	ENSG00000235574.1	AC073150.6	0.0536443
27985	ENSG00000107485.11	GATA3	0.0536278
32486	ENSG00000137693.9	YAP1	0.0536158
7900	ENSG00000224331.2	AC019181.3	0.0535949
9848	ENSG00000271937.1	RP11-424N24.2	0.0535949
22793	ENSG00000254270.1	ERHP1	0.0535949
33420	ENSG00000256552.2	RP11-113C12.4	0.0535949
34749	ENSG00000244432.2	RPL39P28	0.0535949
52613	ENSG00000206028.1	CTA-373H7.7	0.0535949
2003	ENSG00000117114.15	LPHN2	0.0535672
48657	ENSG00000248830.1	ZNF807	0.0535321
40810	ENSG00000259594.1	CTD-2034I4.2	0.0534963
1428	ENSG00000233647.2	RP11-8J9.1	0.0534799
20287	ENSG00000216480.2	RP3-393E18.1	0.0534799
43188	ENSG00000259995.1	CTD-2336H13.2	0.0534799
25012	ENSG00000266289.1	RP11-1C8.6	0.0534569
12754	ENSG00000047365.7	ARAP2	0.0534497
2905	ENSG00000237253.1	RP11-666A1.5	0.0534225
9575	ENSG00000227523.1	RPS20P15	0.0534225
19754	ENSG00000232362.1	ATP5LP2	0.0534225
5791	ENSG00000203386.2	AC009499.1	0.053398
8744	ENSG00000232625.1	AC009974.11	0.0533653
11959	ENSG00000272922.1	RP11-329B9.5	0.0533653
12192	ENSG00000214097.4	SMCO1	0.0533653
31324	ENSG00000149131.11	SERPING1	0.0533026
2540	ENSG00000228040.1	RP3-522D1.2	0.0532513
3614	ENSG00000225487.2	RP11-403P14.1	0.0532513
4491	ENSG00000252879.1	RN7SKP98	0.0532513
10850	ENSG00000241155.1	ARHGAP31-AS1	0.0532513
13869	ENSG00000250791.1	RP11-55L3.1	0.0532513
15824	ENSG00000239517.1	CTD-2503O16.1	0.0532513
15931	ENSG00000244076.1	CTC-512J14.1	0.0532513
20997	ENSG00000228015.1	AC074338.5	0.0532513
29855	ENSG00000180230.6	RP11-198M6.2	0.0532513
31795	ENSG00000179038.7	AP001885.1	0.0532513
40265	ENSG00000268327.1	C15ORF31	0.0532513
54619	ENSG00000238116.2	RP3-347M6.2	0.0532229
25529	ENSG00000230567.3	FAM203B	0.0532112
6656	ENSG00000214354.3	AC133644.3	0.0531945
11865	ENSG00000239516.1	FLYWCH1P1	0.0531945
9721	ENSG00000008226.15	DLEC1	0.0531885
23558	ENSG00000244289.1	RPS3AP35	0.0531831
33423	ENSG00000242661.1	RPS3AP43	0.0531831
22476	ENSG00000106278.7	PTPRZ1	0.0531741
1053	ENSG00000270115.1	RP11-415J8.7	0.0531378
8571	ENSG00000225111.1	AC083900.1	0.0531378
38947	ENSG00000230988.3	RP11-661D19.1	0.0531378
22410	ENSG00000237870.2	AC073130.1	0.0531203
4540	ENSG00000082482.9	KCNK2	0.0531151
14620	ENSG00000218336.3	TENM3	0.0530903
26914	ENSG00000224764.1	RP11-54O15.3	0.0530812
8670	ENSG00000232970.1	POLHP1	0.0530247
17906	ENSG00000227116.1	RP3-471C18.1	0.0530247
20393	ENSG00000125337.12	KIF25	0.0529796
42642	ENSG00000261056.2	RP11-454F8.2	0.0529458
9449	ENSG00000206561.8	COLQ	0.0529414
2953	ENSG00000269501.1	RP11-353N4.6	0.0529381
4052	ENSG00000229739.1	RP11-295K2.3	0.0529121
47140	ENSG00000141655.11	TNFRSF11A	0.0528992
2258	ENSG00000188641.8	DPYD	0.0528301
53502	ENSG00000173698.13	GPR64	0.0528253
34077	ENSG00000257488.1	RP5-1057I20.2	0.0528
48562	ENSG00000267258.1	CTC-448F2.3	0.0528
43734	ENSG00000132530.12	XAF1	0.052757
46080	ENSG00000167281.14	RBFOX3	0.0527477
7726	ENSG00000228236.2	AC073271.1	0.0527442
29743	ENSG00000225292.2	RP11-57H14.3	0.0527442
38425	ENSG00000259081.1	RP11-488C13.6	0.0527442
39280	ENSG00000259156.3	CHEK2P2	0.0527442
44742	ENSG00000267067.1	CTB-75G16.3	0.0527442
27238	ENSG00000232905.2	RP11-534I8.1	0.0526884
14052	ENSG00000241411.1	RP11-192C21.1	0.0526606
38074	ENSG00000259169.1	GNRHR2P1	0.0526606
52691	ENSG00000268812.2	RP1-102K2.8	0.0526606
51138	ENSG00000124103.8	FAM209A	0.0526439
49169	ENSG00000142273.6	CBLC	0.0526105
7487	ENSG00000223349.1	AC010984.4	0.0525772
18329	ENSG00000204539.3	CDSN	0.0525772
32701	ENSG00000256452.1	RP11-667M19.10	0.0525772
33866	ENSG00000256176.1	RP11-627K11.3	0.0525772
35895	ENSG00000240991.3	RPL23AP67	0.0525772
53075	ENSG00000232710.1	RP4-669P10.16	0.0525772
55424	ENSG00000224871.1	XX-FW81066F1.2	0.0525772
16640	ENSG00000251169.2	AC005355.2	0.0525297
5384	ENSG00000205795.4	CYS1	0.0525218
7391	ENSG00000236682.1	AC068282.3	0.0524991
40263	ENSG00000259732.1	RP11-59H7.3	0.0524942
5332	ENSG00000272002.1	RP11-557L19.1	0.0524114
15017	ENSG00000248834.2	MARK2P5	0.0524114
27273	ENSG00000244757.1	RP11-45A16.4	0.0524114
36013	ENSG00000230022.1	FNTAP2	0.0524114
44001	ENSG00000237057.2	AC015922.6	0.0524114
50039	ENSG00000269855.1	AC012313.1	0.0524114
23016	ENSG00000174469.13	CNTNAP2	0.0523834
16410	ENSG00000213663.4	CTD-2158P22.1	0.0523563
34246	ENSG00000139610.1	CELA1	0.0523563
40811	ENSG00000259610.1	RP11-499F3.1	0.0523563
53951	ENSG00000237341.1	SYP-AS1	0.0523563
10064	ENSG00000179564.3	LSMEM2	0.0523406
26739	ENSG00000230303.1	RP11-213G2.2	0.0523288
48942	ENSG00000105205.6	CLC	0.0523288
20938	ENSG00000227014.1	AC007285.6	0.0523014
13629	ENSG00000251437.1	NDUFS5P4	0.0522466
16068	ENSG00000249514.1	CTD-2266L18.1	0.0522466
21207	ENSG00000226999.1	AC073325.2	0.0522466
23533	ENSG00000249889.1	ALG1L11P	0.0522466
27955	ENSG00000201581.1	RN7SKP78	0.0522466
48396	ENSG00000242291.1	RPL36AP51	0.0522466
48875	ENSG00000205076.4	LGALS7	0.0522466
54884	ENSG00000235656.1	RPL36P18	0.0522466
49935	ENSG00000197951.4	ZNF71	0.0522379
1081	ENSG00000116544.7	DLGAP3	0.0522203
16422	ENSG00000248927.1	CTD-2334D19.1	0.0521997
25662	ENSG00000182347.10	RP11-39K24.9	0.0521997
43362	ENSG00000243697.1	RP11-463O9.1	0.0521809
21195	ENSG00000260997.1	RP4-647J21.1	0.0521645
45947	ENSG00000264270.1	RP11-474I11.7	0.0521645
9762	ENSG00000168314.13	MOBP	0.0521617
20668	ENSG00000230370.1	AC005007.3	0.0521373
24231	ENSG00000240919.1	RP11-400K9.1	0.0521373
24948	ENSG00000253355.1	KB-1460A1.2	0.0521373
29075	ENSG00000237882.1	PPIAP13	0.0521373
3482	ENSG00000143318.8	CASQ1	0.0520953
39401	ENSG00000174450.7	GOLGA6L2	0.0520914
20958	ENSG00000241644.2	INMT	0.0520828
40246	ENSG00000270986.1	RP11-123C21.2	0.0520828
8741	ENSG00000135929.4	CYP27A1	0.0520501
9510	ENSG00000236380.4	VENTXP7	0.0520284
13944	ENSG00000237868.1	AC097533.1	0.0520284
19638	ENSG00000218490.1	FCF1P10	0.0520284
35883	ENSG00000250790.3	RP11-46H11.3	0.0520129
8415	ENSG00000227348.1	MTND5P25	0.051985
4741	ENSG00000237469.2	TUBB8P10	0.0519606
17822	ENSG00000237786.1	GFOD1-AS1	0.05192
19245	ENSG00000227215.1	RP11-445L13__B.3	0.05192
23589	ENSG00000214366.4	RP11-138H14.1	0.05192
26456	ENSG00000237238.2	BMS1P10	0.05192
26661	ENSG00000228781.1	RP11-336N8.3	0.05192
27427	ENSG00000214761.3	HNRNPA1P15	0.05192
32060	ENSG00000185162.2	AP001324.1	0.05192
34717	ENSG00000213343.5	RP11-118B13.1	0.05192
45304	ENSG00000200903.1	RNU1-42P	0.05192
50709	ENSG00000222460.1	RN7SKP271	0.05192
55011	ENSG00000233433.1	RP1-296G17.3	0.05192
49803	ENSG00000186818.8	LILRB4	0.0518611
19035	ENSG00000213312.3	RPL7AP34	0.0518552
41274	ENSG00000228779.1	Z69666.2	0.0518552
42981	ENSG00000266801.1	RP11-521L9.2	0.051839
3056	ENSG00000273481.1	RP11-126K1.9	0.0518121
53064	ENSG00000215347.3	SLC25A5P1	0.0518121
53763	ENSG00000171659.9	GPR34	0.0518121
16698	ENSG00000213568.4	HNRNPA1P13	0.0517583
28322	ENSG00000213778.2	HNRNPA1P32	0.0517583
33048	ENSG00000243607.3	RPL35AP26	0.0517583
43142	ENSG00000270945.1	RP11-144N1.4	0.0517583
1319	ENSG00000229348.1	HYI-AS1	0.0517046
17762	ENSG00000229765.2	RP11-339A7.1	0.0517046
19336	ENSG00000220960.1	RP1-72A23.1	0.0517046
33594	ENSG00000213782.3	DDX47	0.0517046
51674	ENSG00000232623.1	AP000266.7	0.0517046
40713	ENSG00000260776.1	RP11-114H24.2	0.0516989
2525	ENSG00000273483.1	RP4-671G15.2	0.0516778
4300	ENSG00000227417.3	RP11-397P13.6	0.0516778
26633	ENSG00000099139.9	PCSK5	0.0516544
38703	ENSG00000187621.10	TCL6	0.0516112
1110	ENSG00000271164.1	RP4-789D17.4	0.0515975
11296	ENSG00000249540.1	RP11-789L4.1	0.0515975
16876	ENSG00000254122.1	PCDHGB7	0.0515975
34316	ENSG00000170477.8	KRT4	0.0515975
38175	ENSG00000258613.1	RPL21P7	0.0515975
43052	ENSG00000259798.1	RP11-23E19.2	0.0515975
44487	ENSG00000265394.1	RP11-1148O4.2	0.0515975
47915	ENSG00000265149.1	RN7SL669P	0.0515975
49554	ENSG00000268711.1	CTD-2616J11.15	0.0515975
55716	ENSG00000237701.1	ATP5JP1	0.0515975
28997	ENSG00000138308.5	PLA2G12B	0.0515518
2103	ENSG00000162654.8	GBP4	0.0515217
48991	ENSG00000255974.2	CYP2A6	0.0515103
51541	ENSG00000154721.10	JAM2	0.0514909
19678	ENSG00000240050.1	RP1-93H18.1	0.0514555
8547	ENSG00000229321.1	AC008269.2	0.0514378
12611	ENSG00000249506.3	ZEB2P1	0.0514378
14970	ENSG00000244361.1	RPL30P7	0.0514378
38791	ENSG00000258500.2	CTD-2062F14.2	0.0514378
50832	ENSG00000235088.1	RP4-620E11.4	0.0514378
55296	ENSG00000230668.1	XXyac-YR29IB3.1	0.0514378
7418	ENSG00000238180.1	AC017079.4	0.0513848
8176	ENSG00000115232.9	ITGA4	0.0513723
24726	ENSG00000253171.1	CTB-118P15.2	0.0513583
14771	ENSG00000205097.2	FRG2	0.0513522
43251	ENSG00000166473.12	PKD1L2	0.0513442
30050	ENSG00000233435.1	AGGF1P2	0.0513424
42923	ENSG00000102904.10	TSNAXIP1	0.0512949
6874	ENSG00000188886.3	ASTL	0.051279
30704	ENSG00000255160.1	RP11-428C19.5	0.051279
35524	ENSG00000258249.1	RP11-497G19.3	0.051279
41747	ENSG00000241932.1	RP11-14K2.1	0.051279
47608	ENSG00000267408.1	CTB-50L17.2	0.051279
52510	ENSG00000272973.1	KB-1125A3.11	0.051279
53215	ENSG00000229409.1	RP11-494O16.3	0.051279
55226	ENSG00000230162.1	RP11-97N5.2	0.051279
44665	ENSG00000172123.8	SLFN12	0.0512632
16289	ENSG00000152495.6	CAMK4	0.0512517
32339	ENSG00000254916.1	RP11-529A4.12	0.0512439
40716	ENSG00000214646.4	RP11-114H24.4	0.0512263
45782	ENSG00000267731.1	RP11-147L13.8	0.0512263
31394	ENSG00000110042.3	DTX4	0.0512068
16459	ENSG00000249400.1	HMGB3P17	0.0512
29324	ENSG00000235100.3	RP11-80H5.9	0.0512
45753	ENSG00000266473.1	RP11-401F2.3	0.0512
29147	ENSG00000122852.10	SFTPA1	0.0511888
7072	ENSG00000224061.1	AC092106.1	0.0511737
8352	ENSG00000222017.1	AC011997.1	0.0511737
51583	ENSG00000273254.1	RP1-100J12.1	0.0511737
3297	ENSG00000246203.2	RP11-29H23.5	0.0511642
40959	ENSG00000259527.1	LINC00052	0.0511642
13322	ENSG00000169116.7	PARM1	0.0511568
36741	ENSG00000230584.1	CCT5P2	0.0511527
13396	ENSG00000138759.13	FRAS1	0.0511375
44526	ENSG00000184060.6	ADAP2	0.0511305
1388	ENSG00000236872.1	RP11-291L19.1	0.0511213
3639	ENSG00000226292.1	RP11-7G12.1	0.0510898
54876	ENSG00000123496.3	IL13RA2	0.0510898
29433	ENSG00000173088.8	C10orf131	0.051082
11013	ENSG00000180767.5	CHST13	0.0510784
46887	ENSG00000141469.12	SLC14A1	0.0510491
40491	ENSG00000137819.9	PAQR5	0.0510427
52586	ENSG00000224003.1	CTA-407F11.6	0.051027
49511	ENSG00000169035.7	KLK7	0.0510062
20072	ENSG00000228283.3	KATNBL1P6	0.0509992
5836	ENSG00000115828.11	QPCT	0.0509885
15000	ENSG00000145569.5	FAM105A	0.050977
973	ENSG00000232768.1	RP11-201O14.2	0.0509644
17332	ENSG00000270243.1	RP11-779O18.4	0.0509644
